Time,mean_radiation,mean_temp,mean_relative_hum
2022-03-23T23:00:00+00:00,0,2.3,95.5
2022-03-24T00:00:00+00:00,0,1.7,92.3
2022-03-24T01:00:00+00:00,0,1.6,91.8
2022-03-24T02:00:00+00:00,0,1.5,91
2022-03-24T03:00:00+00:00,0,1.8,88.9
2022-03-24T04:00:00+00:00,0,1.4,89.1
2022-03-24T05:00:00+00:00,24,1.1,91.2
2022-03-24T06:00:00+00:00,132.9,1.4,92.1
2022-03-24T07:00:00+00:00,268.1,1.6,92.9
2022-03-24T08:00:00+00:00,393.2,2.6,93.4
2022-03-24T09:00:00+00:00,496.5,4.9,90.5
2022-03-24T10:00:00+00:00,560.9,7.3,79.8
2022-03-24T11:00:00+00:00,584.2,9.3,71
2022-03-24T12:00:00+00:00,559.1,11.2,62.4
2022-03-24T13:00:00+00:00,490.4,11.9,60.2
2022-03-24T14:00:00+00:00,383.9,12,53.7
2022-03-24T15:00:00+00:00,268.7,11.5,46.6
2022-03-24T16:00:00+00:00,111,10.7,47
2022-03-24T17:00:00+00:00,15.4,10,48.1
2022-03-24T18:00:00+00:00,0,8.6,55.2
2022-03-24T19:00:00+00:00,0,7,68.5
2022-03-24T20:00:00+00:00,0,6,77.9
2022-03-24T21:00:00+00:00,0,5.6,84.3
2022-03-24T22:00:00+00:00,0,5.7,88.1
2022-03-24T23:00:00+00:00,0,5.6,90.4
2022-03-25T00:00:00+00:00,0,5.5,91.5
2022-03-25T01:00:00+00:00,0,5.4,92.4
2022-03-25T02:00:00+00:00,0,5,93.3
2022-03-25T03:00:00+00:00,0,4.8,94.1
2022-03-25T04:00:00+00:00,0,4.9,94.5
2022-03-25T05:00:00+00:00,17.4,5.1,95.9
2022-03-25T06:00:00+00:00,132.3,5,96.8
2022-03-25T07:00:00+00:00,260.3,4.9,96.2
2022-03-25T08:00:00+00:00,382.2,5.2,96.2
2022-03-25T09:00:00+00:00,511.2,6.8,88.5
2022-03-25T10:00:00+00:00,499.4,8.5,80.1
2022-03-25T11:00:00+00:00,622.2,9,80.1
2022-03-25T12:00:00+00:00,613,9.6,76.6
2022-03-25T13:00:00+00:00,539,10.7,70.3
2022-03-25T14:00:00+00:00,378.7,11.3,67.2
2022-03-25T15:00:00+00:00,208.4,11.2,68.3
2022-03-25T16:00:00+00:00,90.4,10.5,71.4
2022-03-25T17:00:00+00:00,10.3,9.6,77.1
2022-03-25T18:00:00+00:00,0,8.9,79.7
2022-03-25T19:00:00+00:00,0,8.3,81.9
2022-03-25T20:00:00+00:00,0,7.8,83.6
2022-03-25T21:00:00+00:00,0,7.4,86.2
2022-03-25T22:00:00+00:00,0,7.4,87.8
2022-03-25T23:00:00+00:00,0,7.2,92.2
2022-03-26T00:00:00+00:00,0,6.7,96.4
2022-03-26T01:00:00+00:00,0,6.5,96.3
2022-03-26T02:00:00+00:00,0,6.6,94.9
2022-03-26T03:00:00+00:00,0,6.5,93
2022-03-26T04:00:00+00:00,0,6.4,92.6
2022-03-26T05:00:00+00:00,13.9,6.2,92.8
2022-03-26T06:00:00+00:00,92.4,6.1,92.5
2022-03-26T07:00:00+00:00,209.7,6.3,90.5
2022-03-26T08:00:00+00:00,399,6.8,88.2
2022-03-26T09:00:00+00:00,518.2,8.1,75.8
2022-03-26T10:00:00+00:00,597.1,9.2,62.1
2022-03-26T11:00:00+00:00,641.5,9.9,49.4
2022-03-26T12:00:00+00:00,611.7,10.3,41.6
2022-03-26T13:00:00+00:00,544,10.6,37.4
2022-03-26T14:00:00+00:00,433,10.5,38.4
2022-03-26T15:00:00+00:00,297.9,10.3,40.1
2022-03-26T16:00:00+00:00,152.1,10.1,41
2022-03-26T17:00:00+00:00,30.1,9.9,43.4
2022-03-26T18:00:00+00:00,0.1,9.3,45.4
2022-03-26T19:00:00+00:00,0,6.9,58.4
2022-03-26T20:00:00+00:00,0,5.7,61.6
2022-03-26T21:00:00+00:00,0,4.1,69.3
2022-03-26T22:00:00+00:00,0,3.2,74.8
2022-03-26T23:00:00+00:00,0,2.9,76.3
2022-03-27T00:00:00+00:00,0,3.3,72.9
2022-03-27T01:00:00+00:00,0,2.8,75.2
2022-03-27T02:00:00+00:00,0,3,71.9
2022-03-27T03:00:00+00:00,0,3.1,73.3
2022-03-27T04:00:00+00:00,0,3.8,67.3
2022-03-27T05:00:00+00:00,17.8,3.4,70.5
2022-03-27T06:00:00+00:00,109.6,3.6,84.3
2022-03-27T07:00:00+00:00,258.1,3.6,91.5
2022-03-27T08:00:00+00:00,388.8,4.6,88.8
2022-03-27T09:00:00+00:00,474.7,6.8,81.3
2022-03-27T10:00:00+00:00,544,8.3,76.9
2022-03-27T11:00:00+00:00,556.8,8.1,78.5
2022-03-27T12:00:00+00:00,542.5,8.6,77
2022-03-27T13:00:00+00:00,484.4,8.2,78.2
2022-03-27T14:00:00+00:00,444.1,8.7,74.8
2022-03-27T15:00:00+00:00,308.7,9.7,71
2022-03-27T16:00:00+00:00,155.7,10,67.3
2022-03-27T17:00:00+00:00,31.1,10.2,62.3
2022-03-27T18:00:00+00:00,0.1,9.6,64.8
2022-03-27T19:00:00+00:00,0,7.9,77.6
2022-03-27T20:00:00+00:00,0,6.8,85
2022-03-27T21:00:00+00:00,0,6.5,86.4
2022-03-27T22:00:00+00:00,0,6.2,89
2022-03-27T23:00:00+00:00,0,5.8,89.2
2022-03-28T00:00:00+00:00,0,6.1,86.5
2022-03-28T01:00:00+00:00,0,6,85.8
2022-03-28T02:00:00+00:00,0,5.8,86.6
2022-03-28T03:00:00+00:00,0,5.6,90.5
2022-03-28T04:00:00+00:00,0,5.5,92.9
2022-03-28T05:00:00+00:00,21.3,5.3,93.1
2022-03-28T06:00:00+00:00,74.1,5.4,91.6
2022-03-28T07:00:00+00:00,155.1,5.4,90.6
2022-03-28T08:00:00+00:00,273.4,5.7,90.2
2022-03-28T09:00:00+00:00,443.7,5.8,89.1
2022-03-28T10:00:00+00:00,573.1,5.8,87.2
2022-03-28T11:00:00+00:00,629.8,6.3,84
2022-03-28T12:00:00+00:00,614.2,7.7,79.6
2022-03-28T13:00:00+00:00,575.2,8.9,76.5
2022-03-28T14:00:00+00:00,447.3,9.1,75.4
2022-03-28T15:00:00+00:00,194,9.2,74
2022-03-28T16:00:00+00:00,99.4,9.2,70.8
2022-03-28T17:00:00+00:00,19.4,8.6,66.1
2022-03-28T18:00:00+00:00,0,8.4,58.4
2022-03-28T19:00:00+00:00,0,7,61.4
2022-03-28T20:00:00+00:00,0,5.9,63.9
2022-03-28T21:00:00+00:00,0,5.4,66.1
2022-03-28T22:00:00+00:00,0,5.4,63.1
2022-03-28T23:00:00+00:00,0,5.3,63
2022-03-29T00:00:00+00:00,0,4.7,67.6
2022-03-29T01:00:00+00:00,0,4,69.3
2022-03-29T02:00:00+00:00,0,3.7,72.4
2022-03-29T03:00:00+00:00,0,3.4,66.9
2022-03-29T04:00:00+00:00,0.9,3.1,70.3
2022-03-29T05:00:00+00:00,32.4,2.8,71.6
2022-03-29T06:00:00+00:00,139.7,2.4,71
2022-03-29T07:00:00+00:00,280,2,69.1
2022-03-29T08:00:00+00:00,444.2,3.1,63.9
2022-03-29T09:00:00+00:00,532,5.3,53
2022-03-29T10:00:00+00:00,577.9,6.2,46
2022-03-29T11:00:00+00:00,534.2,6.5,44.5
2022-03-29T12:00:00+00:00,598.1,5.7,51.4
2022-03-29T13:00:00+00:00,433.6,5.6,49.3
2022-03-29T14:00:00+00:00,437.7,5.5,49
2022-03-29T15:00:00+00:00,312.3,5.9,46.4
2022-03-29T16:00:00+00:00,156,5.9,44.3
2022-03-29T17:00:00+00:00,31.7,5.4,45.5
2022-03-29T18:00:00+00:00,0.1,4.7,48.8
2022-03-29T19:00:00+00:00,0,3,59.5
2022-03-29T20:00:00+00:00,0,2.3,65.9
2022-03-29T21:00:00+00:00,0,1.5,74.8
2022-03-29T22:00:00+00:00,0,1.2,79.4
2022-03-29T23:00:00+00:00,0,0.2,80.2
2022-03-30T00:00:00+00:00,0,-0.4,79.2
2022-03-30T01:00:00+00:00,0,0.1,73.6
2022-03-30T02:00:00+00:00,0,-0.3,73.5
2022-03-30T03:00:00+00:00,0,-0.5,72
2022-03-30T04:00:00+00:00,1.8,-0.1,69.9
2022-03-30T05:00:00+00:00,54.8,0,73.2
2022-03-30T06:00:00+00:00,186.5,0.1,72.5
2022-03-30T07:00:00+00:00,330.1,0,71.1
2022-03-30T08:00:00+00:00,474.1,1.3,64.8
2022-03-30T09:00:00+00:00,583.9,2.2,50.7
2022-03-30T10:00:00+00:00,655.3,3,41.8
2022-03-30T11:00:00+00:00,694,3,38.4
2022-03-30T12:00:00+00:00,676.8,3.3,36
2022-03-30T13:00:00+00:00,595.1,3.4,33.8
2022-03-30T14:00:00+00:00,475.2,3.6,32.1
2022-03-30T15:00:00+00:00,335.3,3.5,29.6
2022-03-30T16:00:00+00:00,177.8,3.5,28.7
2022-03-30T17:00:00+00:00,45.5,3.3,29.9
2022-03-30T18:00:00+00:00,0.1,2.6,32.7
2022-03-30T19:00:00+00:00,0,1.2,38.9
2022-03-30T20:00:00+00:00,0,-0.6,46.2
2022-03-30T21:00:00+00:00,0,-1.4,48.5
2022-03-30T22:00:00+00:00,0,-1.2,48.9
2022-03-30T23:00:00+00:00,0,-1.8,50.7
2022-03-31T00:00:00+00:00,0,-1.8,51
2022-03-31T01:00:00+00:00,0,-1.2,49
2022-03-31T02:00:00+00:00,0,-1.7,51.5
2022-03-31T03:00:00+00:00,0,-1.8,56.7
2022-03-31T04:00:00+00:00,1.9,-1.5,56.9
2022-03-31T05:00:00+00:00,59.9,-2.3,60.7
2022-03-31T06:00:00+00:00,188.4,-2,62
2022-03-31T07:00:00+00:00,325.5,-0.6,62.1
2022-03-31T08:00:00+00:00,474.5,0.7,65.2
2022-03-31T09:00:00+00:00,522,2.7,58.6
2022-03-31T10:00:00+00:00,619.5,3,56.3
2022-03-31T11:00:00+00:00,656.6,4.1,48.8
2022-03-31T12:00:00+00:00,649,4.3,44.9
2022-03-31T13:00:00+00:00,568.5,4.5,45.4
2022-03-31T14:00:00+00:00,451.2,4.6,45.3
2022-03-31T15:00:00+00:00,324.8,4.6,43.9
2022-03-31T16:00:00+00:00,174.2,4.4,47.1
2022-03-31T17:00:00+00:00,44.4,4.2,50.5
2022-03-31T18:00:00+00:00,0.1,3.7,50.9
2022-03-31T19:00:00+00:00,0,2.4,57.9
2022-03-31T20:00:00+00:00,0,1.3,63.1
2022-03-31T21:00:00+00:00,0,0.4,67.1
2022-03-31T22:00:00+00:00,0,0,68.8
2022-03-31T23:00:00+00:00,0,0,70.2
2022-04-01T00:00:00+00:00,0,0.1,73.2
2022-04-01T01:00:00+00:00,0,0,71.6
2022-04-01T02:00:00+00:00,0,0.1,69.4
2022-04-01T03:00:00+00:00,0,-0.1,72.5
2022-04-01T04:00:00+00:00,2,-0.5,73
2022-04-01T05:00:00+00:00,60.3,-1,76
2022-04-01T06:00:00+00:00,190.9,-1.3,75.8
2022-04-01T07:00:00+00:00,330,-1,74.9
2022-04-01T08:00:00+00:00,456.5,0.7,73.6
2022-04-01T09:00:00+00:00,550.5,2.4,67.7
2022-04-01T10:00:00+00:00,626.1,2.9,65
2022-04-01T11:00:00+00:00,643.8,3.3,61.6
2022-04-01T12:00:00+00:00,630.6,4,52.7
2022-04-01T13:00:00+00:00,571.6,4,53.3
2022-04-01T14:00:00+00:00,452.6,4.1,52.3
2022-04-01T15:00:00+00:00,311.2,4.1,50.5
2022-04-01T16:00:00+00:00,176.3,4.2,49.6
2022-04-01T17:00:00+00:00,48.3,3.7,53.4
2022-04-01T18:00:00+00:00,0.1,3,55
2022-04-01T19:00:00+00:00,0,2.2,58.9
2022-04-01T20:00:00+00:00,0,0.9,63
2022-04-01T21:00:00+00:00,0,0.6,63.4
2022-04-01T22:00:00+00:00,0,-0.2,68.9
2022-04-01T23:00:00+00:00,0,-0.5,68.5
2022-04-02T00:00:00+00:00,0,-0.6,68.6
2022-04-02T01:00:00+00:00,0,-0.6,69.8
2022-04-02T02:00:00+00:00,0,-1,71.8
2022-04-02T03:00:00+00:00,0,-1.8,73.3
2022-04-02T04:00:00+00:00,3.6,-2,73
2022-04-02T05:00:00+00:00,65.7,-2.6,75.2
2022-04-02T06:00:00+00:00,193.7,-2.2,73.5
2022-04-02T07:00:00+00:00,340.3,-1.3,69
2022-04-02T08:00:00+00:00,469.9,1,64.2
2022-04-02T09:00:00+00:00,557.7,2.8,57
2022-04-02T10:00:00+00:00,563.5,3.6,48.7
2022-04-02T11:00:00+00:00,593.6,3.7,43.3
2022-04-02T12:00:00+00:00,592.6,4.1,43.1
2022-04-02T13:00:00+00:00,552.2,4.4,36.9
2022-04-02T14:00:00+00:00,445.8,5.1,38.4
2022-04-02T15:00:00+00:00,334,5,42.8
2022-04-02T16:00:00+00:00,184.6,4.5,41.7
2022-04-02T17:00:00+00:00,47.4,4.3,43.2
2022-04-02T18:00:00+00:00,0.1,4.2,43.2
2022-04-02T19:00:00+00:00,0,2.9,53.4
2022-04-02T20:00:00+00:00,0,1.3,64.3
2022-04-02T21:00:00+00:00,0,0.6,70.2
2022-04-02T22:00:00+00:00,0,0.1,73.8
2022-04-02T23:00:00+00:00,0,0,76.1
2022-04-03T00:00:00+00:00,0,-0.5,79.5
2022-04-03T01:00:00+00:00,0,-0.3,83.3
2022-04-03T02:00:00+00:00,0,-0.4,86.5
2022-04-03T03:00:00+00:00,0,-0.5,86.3
2022-04-03T04:00:00+00:00,2.9,0.8,76.4
2022-04-03T05:00:00+00:00,49.1,0.1,77.6
2022-04-03T06:00:00+00:00,200.2,-0.1,77
2022-04-03T07:00:00+00:00,344.6,0.3,75.7
2022-04-03T08:00:00+00:00,487.2,2.8,69.9
2022-04-03T09:00:00+00:00,589.3,4.4,63.5
2022-04-03T10:00:00+00:00,621.5,5.4,57.8
2022-04-03T11:00:00+00:00,639.8,6.2,52.6
2022-04-03T12:00:00+00:00,514,6.7,53
2022-04-03T13:00:00+00:00,458.5,7.3,54.5
2022-04-03T14:00:00+00:00,342.4,6.8,61.2
2022-04-03T15:00:00+00:00,209.4,6.6,64.9
2022-04-03T16:00:00+00:00,94.8,6.3,70.3
2022-04-03T17:00:00+00:00,17.4,6,74.7
2022-04-03T18:00:00+00:00,0.1,5.4,80.5
2022-04-03T19:00:00+00:00,0,5.2,85.8
2022-04-03T20:00:00+00:00,0,5.3,86.6
2022-04-03T21:00:00+00:00,0,5.5,86.8
2022-04-03T22:00:00+00:00,0,5.6,88.4
2022-04-03T23:00:00+00:00,0,5.5,90.4
2022-04-04T00:00:00+00:00,0,5.2,88.3
2022-04-04T01:00:00+00:00,0,5.2,85.7
2022-04-04T02:00:00+00:00,0,4.8,88.7
2022-04-04T03:00:00+00:00,0,4.2,90.4
2022-04-04T04:00:00+00:00,1,3.7,91.6
2022-04-04T05:00:00+00:00,13,3.1,92.6
2022-04-04T06:00:00+00:00,29.2,3.1,93.2
2022-04-04T07:00:00+00:00,39.8,3.2,92.9
2022-04-04T08:00:00+00:00,65.5,3.3,93.1
2022-04-04T09:00:00+00:00,87.1,3.4,93.9
2022-04-04T10:00:00+00:00,104.6,4.4,95.1
2022-04-04T11:00:00+00:00,174.5,5.8,96.7
2022-04-04T12:00:00+00:00,234.4,6.6,95.4
2022-04-04T13:00:00+00:00,252.2,6.2,93.6
2022-04-04T14:00:00+00:00,212.5,5.9,92.4
2022-04-04T15:00:00+00:00,128.8,5.1,89.8
2022-04-04T16:00:00+00:00,50,4.4,89.9
2022-04-04T17:00:00+00:00,24.2,4.3,86
2022-04-04T18:00:00+00:00,0.3,4.6,82.6
2022-04-04T19:00:00+00:00,0,4.4,82.5
2022-04-04T20:00:00+00:00,0,3.9,83.1
2022-04-04T21:00:00+00:00,0,3.6,81.6
2022-04-04T22:00:00+00:00,0,3.5,75
2022-04-04T23:00:00+00:00,0,3.2,71.1
2022-04-05T00:00:00+00:00,0,3,68.7
2022-04-05T01:00:00+00:00,0,2.7,66.2
2022-04-05T02:00:00+00:00,0,2.3,62.7
2022-04-05T03:00:00+00:00,0,2.3,63.3
2022-04-05T04:00:00+00:00,5.7,1.7,65.3
2022-04-05T05:00:00+00:00,81.3,0.9,62.4
2022-04-05T06:00:00+00:00,226.5,0.5,63.2
2022-04-05T07:00:00+00:00,375,1.2,58.7
2022-04-05T08:00:00+00:00,499.4,2.4,55.5
2022-04-05T09:00:00+00:00,614.3,3.2,53.2
2022-04-05T10:00:00+00:00,630.4,3.7,53.1
2022-04-05T11:00:00+00:00,693.9,4.5,55.2
2022-04-05T12:00:00+00:00,667,5,56.6
2022-04-05T13:00:00+00:00,570.6,5.5,56.5
2022-04-05T14:00:00+00:00,470.9,5.6,58.1
2022-04-05T15:00:00+00:00,306.2,5.6,58
2022-04-05T16:00:00+00:00,182.5,5.3,61.4
2022-04-05T17:00:00+00:00,51.5,5.5,64
2022-04-05T18:00:00+00:00,1.1,4.7,68.4
2022-04-05T19:00:00+00:00,0,3.7,74.5
2022-04-05T20:00:00+00:00,0,2.7,79
2022-04-05T21:00:00+00:00,0,2.2,81.7
2022-04-05T22:00:00+00:00,0,1.9,84.4
2022-04-05T23:00:00+00:00,0,1.8,82.1
2022-04-06T00:00:00+00:00,0,1.6,84.9
2022-04-06T01:00:00+00:00,0,1.7,90.4
2022-04-06T02:00:00+00:00,0,1.5,91.6
2022-04-06T03:00:00+00:00,0,1.4,91.5
2022-04-06T04:00:00+00:00,1.8,1.7,90.4
2022-04-06T05:00:00+00:00,20.7,1.9,89.7
2022-04-06T06:00:00+00:00,55.2,1.8,89.6
2022-04-06T07:00:00+00:00,78.2,2,88.7
2022-04-06T08:00:00+00:00,90.5,1.8,89.9
2022-04-06T09:00:00+00:00,91,1.3,92.3
2022-04-06T10:00:00+00:00,71.3,1,95.1
2022-04-06T11:00:00+00:00,116,0.9,96.3
2022-04-06T12:00:00+00:00,231.8,1,97
2022-04-06T13:00:00+00:00,200,1.2,96.4
2022-04-06T14:00:00+00:00,172,1.8,96.1
2022-04-06T15:00:00+00:00,86.6,2.4,95.4
2022-04-06T16:00:00+00:00,28.1,3,93.9
2022-04-06T17:00:00+00:00,17.1,3.1,94.4
2022-04-06T18:00:00+00:00,0.2,2.7,95.5
2022-04-06T19:00:00+00:00,0,2.6,95.2
2022-04-06T20:00:00+00:00,0,2.6,95.5
2022-04-06T21:00:00+00:00,0,2.6,96.1
2022-04-06T22:00:00+00:00,0,2.7,96.6
2022-04-06T23:00:00+00:00,0,2.6,97.1
2022-04-07T00:00:00+00:00,0,2.6,97.3
2022-04-07T01:00:00+00:00,0,2.4,97.2
2022-04-07T02:00:00+00:00,0,2.4,97
2022-04-07T03:00:00+00:00,0,2.4,96.9
2022-04-07T04:00:00+00:00,1.2,2.5,96.8
2022-04-07T05:00:00+00:00,23.6,2.8,96.2
2022-04-07T06:00:00+00:00,41.7,3,96.5
2022-04-07T07:00:00+00:00,59.7,3.2,96.3
2022-04-07T08:00:00+00:00,65.4,3.4,96.9
2022-04-07T09:00:00+00:00,70.3,4.1,97.4
2022-04-07T10:00:00+00:00,109.2,4.4,97.1
2022-04-07T11:00:00+00:00,136.1,4.7,95.3
2022-04-07T12:00:00+00:00,122.1,5.4,95.6
2022-04-07T13:00:00+00:00,104.5,5.3,94.8
2022-04-07T14:00:00+00:00,73.6,4.6,92.7
2022-04-07T15:00:00+00:00,73.8,5.1,91.1
2022-04-07T16:00:00+00:00,50.6,5.4,90.5
2022-04-07T17:00:00+00:00,27.1,5.6,88.7
2022-04-07T18:00:00+00:00,0.4,5.2,90.6
2022-04-07T19:00:00+00:00,0,4.3,93.6
2022-04-07T20:00:00+00:00,0,3.1,95.7
2022-04-07T21:00:00+00:00,0,2.4,95
2022-04-07T22:00:00+00:00,0,2.1,92.9
2022-04-07T23:00:00+00:00,0,2.1,90.5
2022-04-08T00:00:00+00:00,0,2.2,86.5
2022-04-08T01:00:00+00:00,0,2.1,84.4
2022-04-08T02:00:00+00:00,0,2,83.2
2022-04-08T03:00:00+00:00,0,1.9,81.5
2022-04-08T04:00:00+00:00,1.6,1.5,85.2
2022-04-08T05:00:00+00:00,22,1,90
2022-04-08T06:00:00+00:00,85.4,0.7,93.9
2022-04-08T07:00:00+00:00,172.1,0.4,95.5
2022-04-08T08:00:00+00:00,342.5,0.5,95
2022-04-08T09:00:00+00:00,348,0.6,94.3
2022-04-08T10:00:00+00:00,628.7,1.1,89.3
2022-04-08T11:00:00+00:00,555.2,1.4,84.3
2022-04-08T12:00:00+00:00,545.4,2.6,74
2022-04-08T13:00:00+00:00,465.5,2.7,72.3
2022-04-08T14:00:00+00:00,513,3.3,65
2022-04-08T15:00:00+00:00,394.5,3.8,64.2
2022-04-08T16:00:00+00:00,214.7,4.3,62.8
2022-04-08T17:00:00+00:00,71.4,4.3,61.6
2022-04-08T18:00:00+00:00,3.2,4.4,64.9
2022-04-08T19:00:00+00:00,0,4.1,61.2
2022-04-08T20:00:00+00:00,0,3,67.5
2022-04-08T21:00:00+00:00,0,2.8,66.6
2022-04-08T22:00:00+00:00,0,2.8,53.3
2022-04-08T23:00:00+00:00,0,2.5,52.5
2022-04-09T00:00:00+00:00,0,2.7,51.5
2022-04-09T01:00:00+00:00,0,2.9,55.3
2022-04-09T02:00:00+00:00,0,2.5,66.2
2022-04-09T03:00:00+00:00,0,2.3,67.1
2022-04-09T04:00:00+00:00,9.7,2.2,63
2022-04-09T05:00:00+00:00,95.7,2.1,61.7
2022-04-09T06:00:00+00:00,265.7,2.3,61.2
2022-04-09T07:00:00+00:00,413.9,2.9,59.5
2022-04-09T08:00:00+00:00,534.9,3.8,56.7
2022-04-09T09:00:00+00:00,635.4,4.6,54.4
2022-04-09T10:00:00+00:00,697.3,5.2,54.7
2022-04-09T11:00:00+00:00,671,5.8,57
2022-04-09T12:00:00+00:00,630.3,6.4,60.4
2022-04-09T13:00:00+00:00,595,6.8,63.5
2022-04-09T14:00:00+00:00,458.4,7.3,62.6
2022-04-09T15:00:00+00:00,323.7,7.6,61.8
2022-04-09T16:00:00+00:00,207,7.7,60.9
2022-04-09T17:00:00+00:00,84.4,7.5,62.3
2022-04-09T18:00:00+00:00,3.5,7.1,63.1
2022-04-09T19:00:00+00:00,0,6.4,66.2
2022-04-09T20:00:00+00:00,0,5.5,67.7
2022-04-09T21:00:00+00:00,0,5.2,68.7
2022-04-09T22:00:00+00:00,0,5,66.9
2022-04-09T23:00:00+00:00,0,4.7,69.8
2022-04-10T00:00:00+00:00,0,4.4,69.1
2022-04-10T01:00:00+00:00,0,4.4,67.9
2022-04-10T02:00:00+00:00,0,4.1,68.9
2022-04-10T03:00:00+00:00,0,3.9,70.6
2022-04-10T04:00:00+00:00,9.7,3.7,73.2
2022-04-10T05:00:00+00:00,115.1,3.7,72
2022-04-10T06:00:00+00:00,255.5,3.6,70.7
2022-04-10T07:00:00+00:00,426.8,4.1,68.5
2022-04-10T08:00:00+00:00,565.3,4.9,63.4
2022-04-10T09:00:00+00:00,667,5.6,60.1
2022-04-10T10:00:00+00:00,730.6,6.1,56.1
2022-04-10T11:00:00+00:00,748,6.5,55.2
2022-04-10T12:00:00+00:00,721.9,6.9,55.2
2022-04-10T13:00:00+00:00,640.6,7.1,57.1
2022-04-10T14:00:00+00:00,530.6,7.4,53.8
2022-04-10T15:00:00+00:00,382.5,7.4,56.2
2022-04-10T16:00:00+00:00,218.4,7.4,56.8
2022-04-10T17:00:00+00:00,76.2,7,59.1
2022-04-10T18:00:00+00:00,3.9,6.4,62.1
2022-04-10T19:00:00+00:00,0,5.6,68.4
2022-04-10T20:00:00+00:00,0,4.7,72.2
2022-04-10T21:00:00+00:00,0,4.2,75.7
2022-04-10T22:00:00+00:00,0,4,77.5
2022-04-10T23:00:00+00:00,0,3.6,78.8
2022-04-11T00:00:00+00:00,0,3.3,78.4
2022-04-11T01:00:00+00:00,0,3.1,77.7
2022-04-11T02:00:00+00:00,0,3.1,78.1
2022-04-11T03:00:00+00:00,0,2.6,79.7
2022-04-11T04:00:00+00:00,19,2.5,79.9
2022-04-11T05:00:00+00:00,121.4,2.6,80.3
2022-04-11T06:00:00+00:00,279.3,2.8,79
2022-04-11T07:00:00+00:00,407,3.5,74.6
2022-04-11T08:00:00+00:00,533,4.8,66.2
2022-04-11T09:00:00+00:00,677,5.9,55.5
2022-04-11T10:00:00+00:00,739.4,6.3,50
2022-04-11T11:00:00+00:00,761.6,6.8,47.2
2022-04-11T12:00:00+00:00,731,7.1,46.6
2022-04-11T13:00:00+00:00,655.6,7.3,45.3
2022-04-11T14:00:00+00:00,528.2,7.7,44.4
2022-04-11T15:00:00+00:00,382.6,7.9,42.8
2022-04-11T16:00:00+00:00,218.5,7.8,42.3
2022-04-11T17:00:00+00:00,63.7,7.4,46.4
2022-04-11T18:00:00+00:00,5.4,6.8,51
2022-04-11T19:00:00+00:00,0,5.5,59
2022-04-11T20:00:00+00:00,0,3.9,71.3
2022-04-11T21:00:00+00:00,0,3.2,79.5
2022-04-11T22:00:00+00:00,0,2.7,86.3
2022-04-11T23:00:00+00:00,0,2.3,89.3
2022-04-12T00:00:00+00:00,0,2.5,90.8
2022-04-12T01:00:00+00:00,0,2.2,92.4
2022-04-12T02:00:00+00:00,0,1.6,93.3
2022-04-12T03:00:00+00:00,0,1.1,95.3
2022-04-12T04:00:00+00:00,20.5,0.3,95.9
2022-04-12T05:00:00+00:00,122.9,0.3,96.2
2022-04-12T06:00:00+00:00,256.6,0.2,96
2022-04-12T07:00:00+00:00,425.5,1.1,95.5
2022-04-12T08:00:00+00:00,539.6,3.2,92.7
2022-04-12T09:00:00+00:00,567.2,5.2,79.9
2022-04-12T10:00:00+00:00,557.9,6.4,71
2022-04-12T11:00:00+00:00,563.8,7.4,60
2022-04-12T12:00:00+00:00,455.2,7.5,57.9
2022-04-12T13:00:00+00:00,349.9,7.3,57.8
2022-04-12T14:00:00+00:00,253.2,7.5,56.6
2022-04-12T15:00:00+00:00,316.9,7.5,60.7
2022-04-12T16:00:00+00:00,170.3,7.2,59.9
2022-04-12T17:00:00+00:00,37.3,7.5,57.8
2022-04-12T18:00:00+00:00,2.2,7.2,61.7
2022-04-12T19:00:00+00:00,0,6.6,64.7
2022-04-12T20:00:00+00:00,0,6,74.6
2022-04-12T21:00:00+00:00,0,5.9,74.5
2022-04-12T22:00:00+00:00,0,6.1,72.9
2022-04-12T23:00:00+00:00,0,6.5,69.7
2022-04-13T00:00:00+00:00,0,6.4,74.8
2022-04-13T01:00:00+00:00,0,6.3,76.6
2022-04-13T02:00:00+00:00,0,6.3,73.2
2022-04-13T03:00:00+00:00,0,6.2,73.7
2022-04-13T04:00:00+00:00,5.2,5.8,76.8
2022-04-13T05:00:00+00:00,33.8,5.6,76
2022-04-13T06:00:00+00:00,89.3,5.5,75.8
2022-04-13T07:00:00+00:00,167,5.7,73.3
2022-04-13T08:00:00+00:00,290.7,6.1,74.8
2022-04-13T09:00:00+00:00,187.4,6.6,74.8
2022-04-13T10:00:00+00:00,149.6,7.1,73.7
2022-04-13T11:00:00+00:00,158.3,7.2,74.5
2022-04-13T12:00:00+00:00,181.1,7.7,73.5
2022-04-13T13:00:00+00:00,135.3,8.2,73.8
2022-04-13T14:00:00+00:00,233,8.4,73.9
2022-04-13T15:00:00+00:00,221.9,8.7,75.7
2022-04-13T16:00:00+00:00,59.8,9.5,75.3
2022-04-13T17:00:00+00:00,23.6,9.9,75.2
2022-04-13T18:00:00+00:00,4.7,9.5,78.8
2022-04-13T19:00:00+00:00,0,8.7,82.9
2022-04-13T20:00:00+00:00,0,7.7,87.3
2022-04-13T21:00:00+00:00,0,8.1,89.1
2022-04-13T22:00:00+00:00,0,7.9,92.2
